param,value,unit,comment
,acetaldehyde,,
A,56681.03021551121,MHz,PAM Rotational Constant
B,9819.143684511835,MHz,PAM Rotational Constant
C,8824.93024269207,MHz,PAM Rotational Constant
A,1.8906756558736113,cm-1,PAM Rotational Constant
B,0.32753137787448394,cm-1,PAM Rotational Constant
C,0.29436798715903884,cm-1,PAM Rotational Constant
Paa,49.90987426182768,amu A^2,PAM Second Moment
Pbb,7.3573216528302225,amu A^2,PAM Second Moment
Pcc,1.5588714230524232,amu A^2,PAM Second Moment
Delta,-3.11774284610485,amu A^2,PAM Intertial Defect
Rotor,[1 4 5 6],index,Atoms in rotor
A (rotor),266930.6872918064,MHz,Rotational Constant of Rotor Atoms
B (rotor),256945.85045032797,MHz,Rotational Constant of Rotor Atoms
C (rotor),158360.70294644,MHz,Rotational Constant of Rotor Atoms (F0)
A (rotor),8.903849318711226,cm-1,Rotational Constant of Rotor Atoms
B (rotor),8.570791012038333,cm-1,Rotational Constant of Rotor Atoms
C (rotor),5.282344459327259,cm-1,Rotational Constant of Rotor Atoms (F0)
I_alpha,3.1913157730321715,amu A^2,Rotor Moment of Inertia
lambda_a,0.9377298480919593,,Direction Cosine of Rotor
lambda_b,0.3473654156610832,,Direction Cosine of Rotor
lambda_c,1.8422962750480188e-07,,Direction Cosine of Rotor
rho_a,0.33563562717743,,Component of rho Axis
rho_b,0.02153836693033592,,Component of rho Axis
rho_c,1.0266521814549508e-08,,Component of rho Axis
r,0.6777827705312401,,r Parameter for F Calculation
rho,0.3363259958445268,,Magnitude of rho Vector
F,233645.21765921888,MHz,RAM Torsion-Rotational Constant
A_ram,56564.682363239786,MHz,RAM Rotational Constant
B_ram,9798.98815320809,MHz,RAM Rotational Constant
C_ram,8824.930242692066,MHz,RAM Rotational Constant
D_ab,3001.0422019801663,MHz,RAM Off-Diagonal Rotational Constant
D_bc,-1.8241981661776976e-05,MHz,RAM Off-Diagonal Rotational Constant
D_ac,0.0014608317537170988,MHz,RAM Off-Diagonal Rotational Constant
F,7.793565562587264,cm-1,RAM Torsion-Rotational Constant
A_ram,1.8867947092664947,cm-1,RAM Rotational Constant
B_ram,0.32685906171822676,cm-1,RAM Rotational Constant
C_ram,0.2943679871590387,cm-1,RAM Rotational Constant
D_ab,0.1001039926754984,cm-1,RAM Off-Diagonal Rotational Constant
D_bc,-6.084870107631919e-10,cm-1,RAM Off-Diagonal Rotational Constant
D_ac,4.872810221653737e-08,cm-1,RAM Off-Diagonal Rotational Constant
dIr,0.35476010193885255,rad,CAM delta angle (Ir representation)
eIr,5.3040599019998e-07,rad,CAM epsilon angle (Ir representation)
bIr,0.06408400305545882,rad,CAM beta angle (Ir representation)
gIr,4.7660427068828425e-07,rad,CAM gamma angle (Ir representation)
dIr,20.326256580727105,deg,CAM delta angle (Ir representation)
eIr,3.039002466691616e-05,deg,CAM epsilon angle (Ir representation)
bIr,3.6717429093812624,deg,CAM beta angle (Ir representation)
gIr,2.730741320834934e-05,deg,CAM gamma angle (Ir representation)
dIIr,1.216036224856096,rad,CAM delta angle (IIr representation)
eIIr,1.570796130331461,rad,CAM epsilon angle (IIr representation)
bIIr,1.506712323739444,rad,CAM beta angle (IIr representation)
gIIr,1.5707962962066009,rad,CAM gamma angle (IIr representation)
dIIr,69.67374341927588,deg,CAM delta angle (IIr representation)
eIIr,89.9999887434743,deg,CAM epsilon angle (IIr representation)
bIIr,86.3282570906191,deg,CAM beta angle (IIr representation)
gIIr,89.99999824741975,deg,CAM gamma angle (IIr representation)
dIIIr,1.570796142565269,rad,CAM delta angle (IIIr representation)
eIIIr,0.35476010193880686,rad,CAM epsilon angle (IIIr representation)
bIIIr,1.5707962962693889,rad,CAM beta angle (IIIr representation)
gIIIr,0.06408400305545361,rad,CAM gamma angle (IIIr representation)
dIIIr,89.99998944441988,deg,CAM delta angle (IIIr representation)
eIIIr,20.326256580724486,deg,CAM epsilon angle (IIIr representation)
bIIIr,89.99999825101725,deg,CAM beta angle (IIIr representation)
gIIIr,3.6717429093809644,deg,CAM gamma angle (IIIr representation)
dIl,0.35476010193885255,rad,CAM delta angle (Il representation)
eIl,1.5707957964322894,rad,CAM epsilon angle (Il representation)
bIl,0.06408400305545882,rad,CAM beta angle (Il representation)
gIl,1.5707958501328614,rad,CAM gamma angle (Il representation)
dIl,20.326256580727105,deg,CAM delta angle (Il representation)
eIl,89.999969612461,deg,CAM epsilon angle (Il representation)
bIl,3.6717429093812624,deg,CAM beta angle (Il representation)
gIl,89.99997268927713,deg,CAM gamma angle (Il representation)
dIIl,1.216036224856096,rad,CAM delta angle (IIl representation)
eIIl,1.9655981597711058e-07,rad,CAM epsilon angle (IIl representation)
bIIl,1.506712323739444,rad,CAM beta angle (IIl representation)
gIIl,2.9802322387695312e-08,rad,CAM gamma angle (IIl representation)
dIIl,69.67374341927588,deg,CAM delta angle (IIl representation)
eIIl,1.1262047877356564e-05,deg,CAM epsilon angle (IIl representation)
bIIl,86.3282570906191,deg,CAM beta angle (IIl representation)
gIIl,1.7075472925031877e-06,deg,CAM gamma angle (IIl representation)
dIIIl,1.570796142565269,rad,CAM delta angle (IIIl representation)
eIIIl,1.2160362248560899,rad,CAM epsilon angle (IIIl representation)
bIIIl,1.5707962962693889,rad,CAM beta angle (IIIl representation)
gIIIl,1.506712323739444,rad,CAM gamma angle (IIIl representation)
